ID,Organization Name,Contact Person,Email,Phone,Addr 1,Addr 2,City,State,Zip,URL,Internal Only,Database Versions Supported,Application Versions Supported,BAS Offshore Assignee,Active,Is Hosted,Note
196,Forrester Research,Ken Huang,khuang@forrester.com,,400 Technology Square,,Cambridge,MA,2139,www.forrester.com,TRUE,,,,1,No,5 Hours/Month Secondary DBA role on Oracle/SQL Server
197,Power-One,Wendy Puppolo,Wendy.Puppolo@power-one.com,,1 Riverside Drive,,Andover,MA,1810,www.power-one.com,TRUE,10.2.0.4,11.5.10.2/12.1.3,,0,No,e-Business Suite: 11.5.10.2 - 10.2.0.4 - (PROD) Advance Supply Chain Planning: Relase 12 -10.2.0.4
198,Master Lock,,,,137 W. Forest Hill Avenue,,Oak Creek,WI,53154,www.masterlock.com,TRUE,,,,0,No,BAS - Agreement Oracle On Demand
200,Magellan,Mike Williams,mwilliams@tricoresolutions.com,,,,,,,,TRUE,,,,0,No,
201,Pennsylvania State University,Bart Grande,bdg10@outreach.psu.edu,814-863-7899,The 329 Building Suite 306G,,University Park,PA,16802,http://psu.edu,TRUE,,,,0,No,
202,Mohegan Tribal Government,George Wood,GWood@moheganmail.com,860.862.6257 O | 860.367.1615 C,,,,,,http://moheganmail.com,TRUE,,,,1,No,
203,Carroll Enterprises Inc,Mark Petter,MPetter@sbsb.com,(508) 770-0325 (O) | (508) 294-5094 (C),554 Main St,,Worcester,MA,1615,www.sbsc.com,TRUE,,,,0,No,Backup DBA Agreement No work to be performed w/o Ticket or Email request from client
204,iRobot,Katrina Sorrentino,ksorrentino@irobot.com,781-430-3000,8 Crosby Drive,,Bedford,MA,1730,http://irobot.com,TRUE,,,,0,No,
205,Uponor,Jennifer Hauschildt,Jennifer.Hauschildt@uponor.com,,,,,,,www.uponor.com,TRUE,,,,1,No,
206,AMLI,Rick Fox,rfox@amli.com,(312) 283-4905,200 West Monroe STE 2200,,Chicago,IL,60606,www.amli.com,TRUE,,,sukumar,0,No,EBS and Core
207,Converge Global Trading,Tom Famiglietti,tom.famiglietti@converge.com,(978) 538-8612,4 Technology Drive,,Peabody,MA,1960,www.converge.com,TRUE,,,,0,No,EBS 11.0.3 / 8.0.5 Core 9i with 10g UPG
208,TCS Managed Services,Michael Fain,Mfain@tricoresolutions.com,,100 Newport Ave Ext,1st Floor,Quincy,MA,2171,,FALSE,,,,0,No,To be used for making suggestions for improvements to the Managed Services deliverables.
209,Biogen IDEC,Jeff Lott,jeffrey.lott@biogenidec.com,(919)993-1876,,,,,,http://biogenidec.com,TRUE,,,,0,No,All users disabled under ticket 94690.
210,Clarendon Insurance,,,,,,,,,http://inactive-clarendon-ins.com,TRUE,,,,0,No,
211,Xsigo Systems,Prakash Tallapragada,,,,,,,,http://xsigo.com,TRUE,,,,0,No,
212,"CNL Lifestyle Company, LLC",Wendy Bobbitt,,,,,,,,www.cnllifestylereit.com,TRUE,,,,1,Fully,Dec 09 - 36 Months - EBS Apps/DB RMS - Hosting (2 sites) 11.5.9/9.2.0.7 on SunOS 8 -> 11.5.9->
213,Nifco America,,,,,,,,,www.nifcousa.com,TRUE,,,,1,No,Developer Agreement
214,Baystate Health,,,,,,,,,http://bhs.org,TRUE,,,,0,No,
215,Bracebridge,Vishal Dubey,,,,,,,,http://bracebridgecapital.com,TRUE,,,,1,No,
216,"CBeyond Communications, LLC",Dave Grantier,,404 939 1735,"320 Interstate North Parkway, SE",,Atlanta,GA,30339,www.birch.com,TRUE,,,sukumar,1,Fully,Primary DBA: Sachin Weake
217,Wavemark Inc,Nathan Wicks,,,,,Littleton,MA,,http://wavemark.net/,TRUE,,,,1,No,
218,Spectranetics,Eric Beatty,,,,,,,,http://spectranetics.com,TRUE,11gR2,"EBS R12.1.3, Agile",,1,Fully,
219,Kelly Moore Paint Co Inc,,,,,,,,,http://kellymoore.com/,TRUE,,,sukumar,1,Partially,
220,Wellpartner Inc,,,,20800 SW 115th Ave,Suite 100,Tualatin,OR,97062,http://wellpartner.com/,TRUE,,,ajbajpai,1,No,
221,Eaton Vance,Tully Cunningham,tcunningham@eatonvance.com,,,,,,,http://eatonvance.com,TRUE,,,,1,No,
222,Meguiars Inc,,,,,,,,,http://meguiars.com/,TRUE,,,mmishra,1,No,
223,"CL Verify, LLC",,,,,,,,,http://clverify.com/,TRUE,,,,1,No,
224,Andrew Peller Limited,,,,,,,,,http://andrewpeller.com/,TRUE,,,,1,No,
225,Radixx International,,,,Radixx International,6310 Hazeltine National Drive,Orlando,FL,32822,http://radixx.com/,TRUE,,,,0,No,
226,PointRight,,,,,,,,,www.pointright.com,TRUE,,,,0,No,Core database and linux remote managed services
227,Screen Actors Guild,,,,,,,,,www.sag.org,TRUE,,,,1,No,Primary DBA - Kaminder Bihla
228,WSP,,,,,,,,,wsp.com,TRUE,,,,1,No,
229,Valtera,,,(847) 640-8820,"1701 Golf Road, 2-1100",,Rolling Meadows,IL,60008,http://valtera.com,TRUE,,,,0,No,
230,Microsoft,,,,,,,,,www.microsoft.com,TRUE,,,,0,No,"Added to accommodate Navic emails from the ""microsoft.com"" domain."
231,Humedica,,,,,,,,,http://humedica.com,TRUE,,,,1,No,
232,Dover Corporation,,,,,,,,,www.dovercorporation.com,TRUE,,,,0,No,"Added to accommodate Markem-Imaje Business Group emails from the ""dover-pidg.com"" domain."
233,Ogin,Shawn D. Smith,SDSmith@oginenergy.com,O - (781) 609- 4740 C - (650) 430- 5029,"221 Crescent St., Ste. 103A",,Waltham,MA,2453,http://oginenergy.com,TRUE,R12.1.3,11.2.0.1,asundaram,0,Fully,
234,Ora Clinical,Catherine Hodges,,,,,,,,http://oraclinical.com,TRUE,,,mmishra,0,No,Oracle Apps RDBA Service for R12 932539
235,Agios Pharmaceuticals,,,,,,,,,http://agios.com,TRUE,,,asundaram,1,No,Primary DBA - Shyamal Shah
236,Defunct (Avid Tech),,,,,,,,,,TRUE,,,,0,No,
237,"Genomic Health, Inc.",John Wong,,,,,,,,http://genomichealth.com/,TRUE,,,,1,No,
238,Uponor Europe,Simo Vilmunen,,,,,,,,,TRUE,,,,1,No,Direct Offshore Client - (Uponor Europe) - OEBS2 Team
239,CNL Financial Group,,,,,,,,,http://cnl.com,TRUE,10.2.0.3,11.5.10.2,,1,Fully,
240,SBLI - The Savings Bank Life Ins Co of MA,Jeanne Grieve,,,,,,,,http://sbli.com,TRUE,,,,1,No,
241,Gazelle (Second Rotation),,,,,,,,,http://gazelle.com/,TRUE,,,ajbajpai,1,Fully,R12 OBA Implementation
243,POMCO Group,,,,,,Syracuse,NY,13206,http://pomcogroup.com,TRUE,,,,0,No,Service discontinued 2/15/2013
244,RAIT Financial Trust,,,,,,,,,www.raitft.com,TRUE,,R12,asundaram,0,No,"10g/R12 (with Accelerators implemented in 2009) Modules: GL, AP, AR, CM, iExpense, OBIEE (EBS, al"
245,Sharyland Utilities,,,,,,,,,http://sharylandutilities.com,TRUE,9i,11.5.9,asundaram,0,No,
246,Sager Electronics,,,,,,,,,http://sager.com,TRUE,7.3.x,N/A,,1,No,
247,Paetec Software Corporation,,,,,,,,,http://paetec.com,TRUE,,,,0,No,
248,Golf Warehouse,Ray Sparks,,,,,,,,www.tgw.com,TRUE,,,,1,No,
249,Laborsoft,,,,,,,,,http://laborsoft.com,TRUE,,,,0,No,Contact Chris Conover for additional information.
250,GlobiTech,,,,,,,,,http://globitech.com,TRUE,,,sukumar,0,No,
251,Harvard Business Publishing,,,,300 North Beacon St.,,Watertown,MA,2472,http://harvardbusiness.org,TRUE,,,,0,No,"Support Services to include BAS, EBS, Core Oracle, SQL Server and SYS Admin"
252,PostMigrationTest,,,,,,,,,,TRUE,11g,R12,,1,No,Created as a test after hardware migration 6/20/11
253,Nova Solar,,,,,,,,,http://www.novasolar-usa.com/,TRUE,11g,R12,,0,No,R12 Hosted Implementation with RMS and EBS
254,"Brooks Automation, Inc.",,,,,,,,,http://www.brooks.com,TRUE,,,,1,No,Core/EBS/SQL
255,Suffolk Construction,,,,,,,,,http://suffolkconstruction.com,TRUE,SQL Server,,,1,No,
256,Stonehill College,,,,,,,,,http://stonehill.edu,TRUE,10.2.0.4,N/A,N/Q,1,No,
257,Amonix,,,,,,,,,http://amonix.com,TRUE,11g,"r12.1.3 Agile 9.3.1, Hyperion, OBIEE",,0,No,
258,TriCoreOCTTeam,,,,,,,,,,TRUE,,,,0,No,
259,Passkey International,,,,,,,,,passkey.com,TRUE,11gR2,R12.1,,0,No,Hosting 813647
260,Sekisui Diagnostics LLC,,,,,,,,,http://sekisuidiagnostics.com/,TRUE,,,,1,No,"Oracle Core, SQL Server, and O/S support services"
261,Citizens Energy Group,,,,,,,,,http://www.citizensenergy.com,TRUE,,,,1,No,R12 Upgrade Has Special Terms Up to 16 hours of unused time monthly can be carried to the followi
262,Keeneland,,,,,,,,,www.keeneland.com,TRUE,,,,0,No,
263,Zanett,,,,,,,,,www.zanett.com,TRUE,,,,1,No,Open for tracking project work performed on behalf of Zanett.
264,Childrens National Medical Center,,,,,,,,,www.childrensnational.org,TRUE,,,,0,No,
265,Catholic Social Services,,,,,,,,,www.chs-adphila.org,TRUE,,,,0,No,Extraction of sunset EBS Financials from OOD to on-prem.
266,"Apperian, Inc.",Caleb Mills,,,,,,,,http://www.apperian.com/,TRUE,,,,0,No,Oracle Core
267,"AGY, LLC",,,,,,,,,www.agy.com,TRUE,,,,0,No,
268,Amerifit,,,,,,,,,www.amerifit.com,TRUE,,,,0,No,
269,Banca IMI Securities Corp,,,,,,,,,www.bancaimi.com,TRUE,,,,1,No,
270,Cedar Fair,,,,,,,,,www.cedarfair.com,TRUE,,,,0,No,Termination of Services Pending
271,City of Indianapolis,,,,,,,,,www.indy.gov,TRUE,,,,0,Fully,
272,Embry Riddle Aeronautical University,,,,,,,,,www.erau.edu,TRUE,,,,1,No,
273,Family Video,,,,,,,,,www.familyvideo.com,TRUE,,,,1,No,
274,IS Group,,,,,,,,,www.isgroup.org,TRUE,,,,1,No,
275,"Baptist Health Systems, Inc.",,,,,,,,,http://www.bhsala.com/,TRUE,,,,0,No,
276,Louisville Region Airport Authority,,,,,,,,,www.flylouisville.com,TRUE,,,asundaram,1,No,
277,"MSC Group, Inc.",,,,,,,,,www.yourmsc.com,TRUE,,,,1,No,
278,National Marrow,,,,,,,,,www.NMDP.ORG,TRUE,,,,1,No,
279,"Netlook, Inc.",,,,,,,,,www.netlook.com,TRUE,,,,0,No,
280,Proudfoot,,,,,,,,,www.proudfootconsulting.com,TRUE,,,,1,No,
281,"Restaurant Technologies, Inc.",,,,,,,,,www.rti-inc.com,TRUE,,,,0,No,
282,Talon Systems,,,,,,,,,www.talon-systems.com,TRUE,,,,1,No,
283,UC Physicians,,,,,,,,,www.ucphysicians.com,TRUE,,,,1,Fully,
284,Virbac Corporation,,,,,,,,,www.virbacus.com,TRUE,,,,1,No,
285,Lucille Packard Childrens Hospital,,,,,,,,,http://www.lpch.org,TRUE,,,,0,No,
286,Momenta Pharmaceuticals,,,,,,,,,http://www.momentapharma.com/,TRUE,11,12.1,sukumar,1,No,OBA
287,Indianapolis Power and Light,,,,,,Indianapolis,IN,46206,www.iplpower.com,TRUE,,,,1,No,Primary DBA - Luis Duran Account Manager - Chris Nichol
288,Medical Mutual Insurance Company of Maine,,,,,,Portland,ME,4101,www.medicalmutual.com,TRUE,,,,1,No,
289,Regeneron Pharmaceuticals,,,,,,,,,www.regeneron.com,TRUE,,,mmishra,1,No,Mar 2012 - Oracle 11g Upgrade & Oracle RAC Implementation
290,JandB Medical Supply,,,,50496 West Pontiac Trail,,Wixom,MI,48393,www.jandbmedical.com,TRUE,,,,1,No,
291,Von Weise,,,,,,Eaton Rapids,MI,48827,www.vonweise.com,TRUE,,,,1,No,
292,Seacor Holdings Inc.,,,,,,Fort Lauderdale,FL,33316,www.seacorholdings.com,TRUE,,,,0,No,
293,Samaritan Health Services,,,,,,,OR,,www.samhealth.org,TRUE,,,,1,No,
300,Parametric Portfolio Associates,,,,,,Seattle,WA,98101,www.parametricportfolio.com,TRUE,,,,1,No,
301,Winn Companies,,,617-742-4500,6 Faneuil Hall Marketplace,,Boston,MA,2109,http://winncompanies.com,TRUE,,,,1,No,
302,"Spine Wave, Inc.",John DeForest,jdeforest@spinewave.com,,,,Shelton,CT,6484,www.spinewave.com,TRUE,,,,1,No,
303,Boston Healthcare for the Homeless,,,,,,,,,http://www.bhchp.org/,TRUE,,,,1,No,BI Managed Services
304,"Agensys, Inc.",Dave Cardino,david.cardino@agensys.com,310-820-8029x160,1545 17th Street,,Santa Monica,CA,90404,www.agensys.com,TRUE,,,sukumar,1,No,
305,Microbilt,,,,,,,,,www.microbilt.com,TRUE,,,,1,No,
306,PrimeLine Products Inc,,,909-887-8118,26950 San Bernardino Ave.,,Redlands,CA,92374,http://prime-line-products.com/,TRUE,,,ajbajpai,0,No,
307,Boart Longyear,Madhur Guliani,,,"10808 South River Front Parkway, Suite 600",,South Jordan,Utah,84095,www.boartlongyear.com,TRUE,,,,1,No,
308,"Sig Sauer, Inc.",Michael Jasper,,,,,Exeter,NH,3833,www.sigsauer.com,TRUE,,,ajbajpai,1,No,
309,"Bissell Homecare, Inc.",,,,,,Grand Rapids,MI,49501,www.bissell.com,TRUE,,,,0,No,1076047
310,UGI Utilities Inc,,,,2525 N. 12th St.,,Reading,PA,19605,www.ugi.com,TRUE,,,asundaram,1,No,
311,CardioDX,,,,,,,,,www.cardiodx.com,TRUE,11g,12.1.3,,1,No,EBS/Hosting
312,"OneShield, Inc.",Tripp Johnson,,,,,Marlborough,MA,1752,www.oneshield.com,TRUE,,,,1,No,
313,Allegro MicroSystems Inc.,Jack McGovern,,,,,Worcester,MA,1606,www.allegromicro.com,TRUE,,,,1,No,
314,Greater Baltimore Medical Center,,,,,,Towson,MD,21204,www.gbmc.org,TRUE,,,,1,No,
315,Mueller Systems,Keith MacKenzie,,,,,Middleboro,MA,2346,www.muellersystems.com,TRUE,,,,1,No,
316,Simplicate,Joe Ritson,,,275 Grove St. Ste 2-400,,Newton,MA,2466,www.my.simplicate.com,TRUE,,,,1,Fully,
317,Wyoming Department of Transportation,James Klopfer,,,,,Cheyenne,WY,82009,http://www.dot.state.wy.us,TRUE,10g (10.2.0.3),PeopleSoft FSCM/HCM/ePortal 8.8; EPM 9.0; PeopleTools 8.48.15,,1,Fully,Hosted PeopleSoft
318,"Jane Street, LLC",Marie Harrison,,,,,New York,NY,10004,www.janestcapital.com,TRUE,11g,12.1.3,,1,Fully,Hosted EBS
319,"Good Start Genetics, Inc.",Marcia Nizzari,,,,,Cambridge,MA,2139,www.goodstartgenetics.com,TRUE,,,,0,No,Oracle Core Support
320,"Ironwood Pharmaceuticals, Inc.",Cale Anjoorian,,,,,,,,www.ironwoodpharma.com,TRUE,SQL Server; Oracle,,,0,No,
321,Jacksonville Aviation Authority,Steven Schultz,Steven.Schultz@flyjacksonville.com,,14201 Pecan Park Road,,Jacksonville,FL,32218,www.flyjacksonville.com,TRUE,,EBS R11(AIX)/R12 (Linux),,1,Fully,
322,"Lydall, Inc.",Joe Tait,,,,,Manchester,CT,6045,www.lydall.com,TRUE,,EBS 11.5.8; Discoverer; Portal; Kronos; PeopleSoft,,1,No,
323,Webster Bank,Betsy Rossitto,,,BRossitto@WebsterBank.com,,,,,www.WebsterBank.com,TRUE,,,,0,No,Webster is currently a functional upgrade project and not a managed services customer. From 11i to
324,Zynga Inc,Srinivasa Gunturi,sgunturi@zynga.com,,,,,,,zynga.com,TRUE,Oracle Database 11g R2 (11.2.0.1),,,1,Fully,"EBS, Core, SQL, Hosting"
325,Viewpost,,,,,,,,,http://viewpost.com,TRUE,N/A,N/A,N/A,0,Partially,Only Hosting Services
326,Pure Insurance,Howard Muhlstein,hmuhlstein@pureinsurance.com,914.328.7396,"44 S. Broadway, Suite 301",,White Plains,NY,10601,pureinsurance.com,TRUE,,,,1,Fully,OCT HA-Server Deployment Project- Related to One-Shield
327,Nationwide Laboratory Services,,,,,,,,,nationwidelab.com,TRUE,,,,1,Partially,
328,Mesa Air Group,,,,,,,,,mesa-air.com,TRUE,Oracle Database 11g R2 (11.2.0.4),,,1,Fully,
329,B456 Systems Inc,Stuart Kaufman,skaufman@alvarezandmarsal.com,224-388-0634,,,,,,a123systems.com,TRUE,11gR2,"EBS 11.5.10.2, Discoverer 11g",,1,Fully,
330,Jacksonville Transportation Authority,Howard Dinkins,hjdinkins@jtafla.com,904-633-8526,,,,,,www.jtafla.com,TRUE,,,,1,Fully,
331,Fabricut Inc,Ray Sparks,Ray.Sparks@Fabricut.com,918.392.6647,9303 E. 46th Street,,Tulsa,OK,74145,www.Fabricut.com,TRUE,5.0 MySQL,,,0,No,Primary PDBA Ajay Singh
332,Novartis Research,Kushal Patel,kushal.patel@novartis.com,,,,,,,novartis.com,TRUE,,,,1,No,
333,IQE,,,,,,,,,www.iqep.com,TRUE,,,mmishra,1,,
334,Panduit,Ikram Bokhari,IKB@panduit.com,(708) 532-1800 ; 81945,18900 Panduit Drive,,Tinley Park,IL,60487,panduit.com,TRUE,,,,1,No,
335,Brake Parts Inc,Paul Hessler,Paul.Hessler@brakepartsinc.com,,,,,,,brakepartsinc.com,TRUE,,,sukumar,0,No,
336,LipoScience Inc,Rick Witzke,Rick.Witzke@liposcience.com,919 256 1093,2500 Summer Blvd,,Raleigh,NC,27616,liposcience.com,TRUE,,,mmishra,1,Fully,
337,Catuogno Court Reporting Inc,Tammy Martin,Tammy.Martin@stentel.com,(413) 233-9219,"1414 Main Street, Suite 600",,Springfield,MA,1144,http://stentel.com/,TRUE,,,,0,Fully,
338,Town Sports International,Reymond Tan,Reymond.Tan@tsiclubs.com,(917) 351-6680 ext 1375,,,,,,tsiclubs.com,TRUE,,,,1,No,
339,Tensar Corporation,,,,,,,,,www.tensarcorp.com,TRUE,,,,1,No,
341,Arby's Restaurant Group,Bob Hughes,bhughes@arbys.com,678-514-6775,1155 Perimeter Center West,6th Floor,Atlanta,GA,30338,arbys.com,TRUE,11gR2 RAC,EBS R12.1.3,,1,Fully,Primary DBA - Michael Long Account Manager - Brian Shaffery Engagement Manager - Robin Yung
342,Sandoz - Novartis,Ross Benson,ross.benson@sandoz.com,252 234-2520,,,,,,sandoz.com,TRUE,,,,0,,
343,Danone Foods Inc,Miguel Turcotte,miguel.turcotte@danone.com,,,,,,,danone.com,TRUE,,,,0,,1053073
344,Optum,Elizabeth Ellis,Elizabeth.ellis@optum.com,781-557-3098,,,,,,optum.com,TRUE,,,,1,,
345,Xand,Alex Contreras,AContreras@xand.com,914-610-7855,,,Hawthorne,NY,10532,xand.com,TRUE,,,,0,No,
346,TTI Floor Care,William Moore,william.moore@ttifloorcare.com,,,,,,,ttifloorcare.com,TRUE,,,,1,Fully,
347,The RMR Group,Todd Wheatley,twheatley@reitmr.com,,,,,,,reitmr.com,TRUE,,,,1,,
348,Resolute Forest Products,Omar Kettab,omar.kettab@resolutefp.com,,,,,,,resolutefp.com,TRUE,,,,1,,
349,Shiseido,,,,,,,,,sac.shiseido.com,TRUE,,,,1,,
350,Merrimack Pharmaceuticals Inc,Jim Scavone,jscavone@merrimackpharma.com,(617) 441-1088,,,,,,merrimackpharma.com,TRUE,,,asundaram,1,,
351,NEC Energy Solutions,,,,,,,,,neces.com,TRUE,,,sukumar,1,,
352,ACGI Software,Dan Kasprow,DKasprow@acgisoftware.com,,,,,,,acgisoftware.com,TRUE,,,,1,Fully,
353,Missouri Department of Transportation,Tommy Caudle,Tommy.Caudle@modot.mo.gov,,,,,,,modot.mo.gov,TRUE,,,,0,No,
354,Akamai,,,,,,,,,akamai.com,TRUE,,,,1,No,
355,HB Communications,,,,,,,,,hbcommunications.com,TRUE,,,,1,No,
356,Aspen Aerogels,Lauren Know,lknox@AEROGEL.COM,,,,,,,AEROGEL.com,TRUE,11gR2,EBS R12.1.3,mmishra,1,Fully,
357,Adams 14,,,,,,,,,adams14.org,TRUE,,,,0,No,
358,Array BioPharma Inc,Grant Sturgis,Grant.sturgis@arraybiopharma.com,,,,,,,arraybiopharma.com,TRUE,,,,1,No,
359,Wolters Kluwer,Mike DeLorey,mike.delorey@wolterskluwer.com,,,,,,,wolterskluwer.com,TRUE,,,,0,No,
360,Cole Parmer,Bill Berry,wberry@coleparmer.com,847-327-5400,,,,,,coleparmer.com,TRUE,,,,1,Partially,
361,Cosi,Tania DiSciullo,tania.disciullo@getcosi.com,,,,,,,getcosi.com,TRUE,,,sukumar,1,No,
362,Ariad Pharmaceuticals,Jodi Lapetina,,,,,,,,ariad.com,TRUE,,,,1,No,1058981
363,Five Star,Ardo Panian,APANIAN@REITMR.com,,,,,,,reitmr.com,TRUE,,,,1,No,Split from RMR
364,New Enterprise Stone and Lime,Michael Andre,MAndre@nesl.com,,,,,,,nesl.com,TRUE,,,,1,No,
365,UC Berkeley,Walter Stokes,walter@berkeley.edu,,,,,,,berkeley.edu,TRUE,,,,1,Fully,
366,Cole Parmer End Users,,,,,,,,,www.coleparmer.com,TRUE,,,,1,No,This is a sub organization from Cole Parmer to support general user segregation from IT users and as
367,Copyright Clearance Center,,,,,,,,,www.copyright.com,TRUE,,,,0,No,Month-to-Month Core DBA Services
368,Veterinary Practice Partners,,,,,,,,,vetpartners.com,TRUE,,,,0,Fully,
369,Terex,Sachin Mathur,Sachin.Mathur@terex.com,,200 Nyala Farm Road,,Westport,CT,6880,www.terex.com,TRUE,,,,1,Fully,
370,Quanex Corporation,Joshua Leighton,,,,,,,,quanex.com,TRUE,,,,1,Fully,
371,Sun Country Airlines,,,,,,,,,suncountry.com,TRUE,,,,1,No,
372,"IXYS, Inc",Emani Reddy,EReddy@ixysic.com,O - (978) 524-6770 C- (781) 696-4545,IXYS Intergrated Circuits Division,78 Cherry Hill Drive,Beverly,Ma,1915,ixysic.com,TRUE,11.2.0.3.0,12.2.4,,1,Fully,
373,Real Alloy,,,,,,,,,realalloy.com,TRUE,11gR2,EBS R12.1.3,ajbajpai,1,Fully,
375,Thomas Publishing Company,Stephen Buckley,sbuckley@thomaspublishing.com,(212) 290-7216,,,,,,thomaspublishing.com,TRUE,,,,1,No,
376,Airvana,Brian Dickson,bdickson@airvananet.com,(978) 250-3000,,,,,,airvana.com,TRUE,,,sukumar,1,No,
377,Health Informations Designs,Mark Campbell,,334-321-0186,,,,,,hidesigns.com,TRUE,,,,1,,
378,Grace Kennedy Remittance,Andrea Golding,Andrea.Golding@gkco.com,(876) 929 1331,,,,,,www.gkmsonline.com,TRUE,,,,1,No,R12 Upgrade Only - NO RMS or Hosting
379,MRV Communications,Chris Higgins,CHiggins@mrv.com,,,,,,,mrv.com,TRUE,,,,1,No,
380,Community Health Center,Edward Bianco,biancoe@chc1.com,978-888-1234,,,,,,www.chcl.com,TRUE,,,,1,No,
381,Berkshire Group,Dan Robertson,Dan.Robertson@berkshire-group.com,617-646-2380,One Beacon Street,Suite 1500,Boston,MA,2108,berkshire-group.com,TRUE,,,,1,No,
382,South Shore Mental Health,Shawn Fernandes,sfernand@ssmh.org,(617) 847-1980,,,,,,ssmh.org,TRUE,,,,1,No,
383,OCI Enterprises Solar Power Mission Solar Energy,,,,,,,,,ocienterprises.com,TRUE,,,,1,Partially,This is an interim hosting client and will be transitioned to their hardware when it is installed an
384,South Shore Mental Health Help Desk,,,,,,,,,ssmh.org,TRUE,,,,1,No,This is a sub organization from SSMH to support general user segregation from IT users and associate
385,Bowling Green,John Michael Ellinger,johne@bgsu.edu,,,,,,,bgsu.edu,TRUE,,,,1,Fully,TRI23089
386,Berkshire Group Help Desk,Dan Robertson,Dan.Robertson@berkshire-group.com,617-646-2380,One Beacon Street,Suite 1500,Boston,MA,2108,berkshire-group.com,TRUE,,,,1,No,This is a sub organization from Berkshire to support general user segregation from IT users and asso
387,American Air Filter,,,,,,,,,aafintl.com,TRUE,,SAP,,1,,
388,Catalyst Paper Corporation,,,,,,,,,www.catalystpaper.com,TRUE,,SAP,,1,,
389,Colorado Department of Transportation,,,,,,,,,state.co.us,TRUE,,SAP,,1,,
390,Color Spot Nurseries,,,,,,,,,colorspot.com,TRUE,,SAP,,1,,
391,Dassian,,,,,,,,,www.dassian.com,TRUE,,SAP,,1,,
392,Glaceau,,,,,,,,,glaceau.com,TRUE,,SAP,,1,,
393,Green Mountain Power,,,,,,,,,www.greenmountainpower.com,TRUE,,SAP,,1,,
394,Lifetime Brands,,,,,,,,,www.lifetimebrands.com,TRUE,,SAP,,0,,
395,Logistar,,,,,,,,,www.logistar-dsia.com,TRUE,,SAP,,0,,940130
396,Movilitas,,,,,,,,,movilitas.com,TRUE,,SAP,,1,,
397,Mueller Sports Medicine,,,,,,,,,www.muellersportsmed.com,TRUE,,SAP,,1,,
398,Navman Wireless,,,,,,,,,www.navmanwireless.com,TRUE,,SAP,,1,,
399,RWD Technologies,,,,,,,,,www.rwd.com,TRUE,,SAP,,0,,1088565
400,Seiko Instruments,,,,,,,,,www.seikoinstruments.com,TRUE,,SAP,,1,,
401,Supply Chain Technologies,,,,,,,,,supplychaintech.net,TRUE,,SAP,,1,,
402,Vas Aero,,,,,,,,,www.vas.aero,TRUE,,SAP,,1,,
403,3V Solutions,,,,,,,,,3vsolutions.com,TRUE,,SAP,,1,,
404,City of Nanaimo,,,,,,,,,www.nanaimo.ca,TRUE,,SAP,,0,,949052
405,Consensus,Phillip Poole,phillip.poole@consensuscorp.com,,6341 Boulevard 26 Suite 540,,North Richland Hills,Tx,76180,consensuscorp.com,TRUE,,SAP,,1,,
406,EntryPoint Consulting,,,,,,,,,www.entrypointconsulting.com,TRUE,,SAP,,1,,
407,i3 Electronics,,,,,,,,,i3-t.com,TRUE,,SAP,,1,,
408,Kolbenschmidt,,,,,,,,,us.kspg.com,TRUE,,SAP,,1,,
409,Los Angeles World Airports,,,,,,,,,www.lawa.org,TRUE,,SAP,,0,,
410,Maines Paper and Food Service,,,,,,,,,maines.net,TRUE,,SAP,,1,,
411,Metalcraft of Mayville,,,,,,,,,www.mtlcraft.com,TRUE,,SAP,,1,,
412,OSIsoft,,,,,,,,,www.osisoft.com,TRUE,,SAP,,1,,
413,Peavey Electronics,,,,,,,,,peavey.com,TRUE,,SAP,,1,,
414,Saint Louis Public Schools,,,,,,,,,http://www.slps.org,TRUE,,SAP,,1,,
415,Day and Zimmermann,,,,,,,,,www.dayzim.com,TRUE,,SAP,,1,,
416,Microsemi,,,,,,,,,microsemi.com,TRUE,,SAP,,1,,
417,Aquatech,,,,,,,,,aquatech.com,TRUE,,SAP,,1,,
418,Eppendorf,,,,,,,,,Eppendorf.com,TRUE,,SAP,,1,,
419,Rayonier Advanced Materials,,,,,,,,,rayonieram.com,TRUE,,SAP,,1,,
420,OCI Alabama LLC,Scott Schreiber,SSchreiber@ociperoxygens.com,,,,,,,ociperoxygens.com,TRUE,,,,1,Fully,
421,Welchs,Karen Kowalik,kkowalik@welchs.com,,,,,,,welchs.com,TRUE,,,,1,No,
422,Gulf Oil LP,,,,100 Crossing Blvd,"Framingham, MA 01702",,,,gulfoil.com,TRUE,,,,1,Fully,
423,SCT Software,David Henig,dhenig@sctsoftware.com,732-282-1000 x101,,,Atlanta,GA,,sctsoftware.com,TRUE,,,,1,No,Initial Project began 10-Dec-15 for help desk
424,Yushin,,,,,,Cranston,RI,2920,yushin.com,TRUE,,,,1,No,
425,Harvard Pilgrim Healthcare,,,,,,,,,harvardpilgrim.org,TRUE,,,,1,No,
426,American Seafood Group,,,,,,,,,americanseafoods.com,TRUE,,,,1,No,SAP Basis
427,Kwik Trip,,,,,,,,,kwiktrip.com,TRUE,,,,1,No,SAP Basis
428,Aspen Technology Inc,Paul DeLuca,Paul.DeLuca@aspentech.com,781 221 6826,,,,,,aspentech.com,TRUE,,,,1,Partially,
